City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Westport,US,41.1415,-73.3579,23.92,58,0,1.01,clear sky
459,Padang,ID,-0.9492,100.3543,77.05,73,100,0.83,overcast clouds
460,Rudnya,RU,54.947,31.0934,33.93,85,100,11.23,overcast clouds
461,Roma,US,43.2128,-75.4557,16.95,72,0,6.91,clear sky
462,Igunga,TZ,-4.2833,33.8833,80.94,53,100,5.39,overcast clouds
463,Lake Cowichan,CA,48.825,-124.0546,40.78,97,97,2.06,overcast clouds
464,Barda,AZ,40.3744,47.1267,45.68,32,11,4.05,few clouds
465,Sao Felix Do Xingu,BR,-6.6447,-51.995,87.35,61,97,1.81,overcast clouds
466,Masterton,NZ,-40.9597,175.6575,60.89,98,100,5.37,overcast clouds
467,Gillette,US,44.2911,-105.5022,29.95,84,100,10.0,overcast clouds
468,Taywarah,AF,33.35,64.4167,12.36,74,0,2.37,clear sky
469,Ila,NO,63.4305,10.3705,37.4,59,100,3.0,light snow
470,Nicoya,CR,10.1483,-85.452,80.15,49,6,9.15,clear sky
471,Thunder Bay,CA,48.4001,-89.3168,12.56,77,100,8.05,overcast clouds
472,Ler,SS,8.3018,30.1418,90.75,10,56,9.22,broken clouds
473,Baruun-Urt,MN,46.6806,113.2792,0.41,89,12,6.67,few clouds
474,Tiruchchendur,IN,8.4833,78.1167,79.86,74,49,14.41,scattered clouds
475,Kurkino,RU,53.4257,38.6582,26.49,94,90,8.68,snow
476,Rafaela,AR,-31.2503,-61.4867,75.0,30,0,5.99,clear sky
477,Port Keats,AU,-14.25,129.55,78.66,84,87,1.7,overcast clouds
478,Hami,CN,42.8,93.45,28.8,28,90,15.21,overcast clouds
479,Praia,CV,14.9215,-23.5087,81.14,39,20,24.16,few clouds
480,Saint-Paul,RE,-21.0096,55.2707,82.51,73,100,9.04,overcast clouds
481,Boulder,US,40.0833,-105.3505,23.34,78,0,1.01,clear sky
482,Alamosa,US,37.4695,-105.87,9.91,85,100,5.75,overcast clouds
483,Edd,ER,13.9297,41.6925,76.03,70,91,15.14,overcast clouds
484,Kasongo,CD,-4.45,26.6667,79.25,79,91,2.42,light rain
485,Verkhnyaya Inta,RU,65.9811,60.3094,0.52,84,79,7.31,broken clouds
486,San Patricio,US,28.017,-97.5169,46.87,77,0,4.79,clear sky
487,Hambantota,LK,6.1241,81.1185,80.94,89,40,0.0,scattered clouds
488,Kirillov,RU,59.863,38.3813,15.73,94,99,7.49,overcast clouds
489,Cabugao,PH,17.7931,120.4578,73.22,78,28,5.53,scattered clouds
490,Bacia,RO,45.8,23.0167,37.9,71,100,1.86,overcast clouds
491,Rangapara,IN,26.8167,92.65,56.17,75,1,4.12,clear sky
492,Aitape,PG,-3.1374,142.3475,79.43,86,100,6.67,overcast clouds
493,Bathsheba,BB,13.2167,-59.5167,83.01,65,75,19.57,broken clouds
494,Moose Factory,CA,51.2585,-80.6094,-2.2,78,100,4.61,overcast clouds
495,Jardim,BR,-21.4803,-56.1381,78.53,74,100,7.78,overcast clouds
496,Urengoy,RU,65.9667,78.3667,-22.83,100,45,5.3,scattered clouds
497,Karaton,ID,-6.3424,106.1045,80.76,93,91,4.07,overcast clouds
498,Dalvik,IS,65.9702,-18.5286,26.53,91,99,7.72,light snow
499,Nuuk,GL,64.1835,-51.7216,7.41,78,75,20.71,broken clouds
500,Mackenzie,CA,55.2999,-123.1698,39.42,48,0,21.85,clear sky
501,Arcachon,FR,44.5875,-1.0519,53.92,71,100,8.05,overcast clouds
502,Kodinsk,RU,58.6881,99.1844,7.79,99,100,2.15,overcast clouds
503,Kaeo,NZ,-35.1,173.7833,74.32,98,100,5.06,overcast clouds
504,Mhango,TZ,-3.2833,32.85,77.16,61,92,5.53,overcast clouds
505,Fallon,US,39.4735,-118.7774,35.33,46,2,2.35,clear sky
506,Katsuura,JP,35.1333,140.3,35.71,43,4,14.25,clear sky
507,Olovyannaya,RU,50.95,115.5667,-4.9,100,98,3.76,overcast clouds
508,Bunia,CD,1.5667,30.25,85.1,21,98,6.26,overcast clouds
509,Lazaro Cardenas,MX,17.9583,-102.2,76.1,53,4,3.22,clear sky
510,Tres Lagoas,BR,-20.7511,-51.6783,83.66,69,43,5.26,scattered clouds
511,Weatherford,US,32.7593,-97.7972,34.39,68,0,9.42,clear sky
512,Oranjemund,NA,-28.55,16.4333,72.82,60,71,15.77,broken clouds
513,San Quintin,MX,30.4833,-115.95,53.4,44,1,1.72,clear sky
514,Hongjiang,CN,27.11,109.9956,39.13,96,100,4.43,light rain
515,Sosnovo-Ozerskoye,RU,52.5249,111.5418,7.79,95,100,8.88,overcast clouds
516,Upata,VE,8.0086,-62.3989,82.54,60,55,6.51,broken clouds
517,Burnie,AU,-41.0667,145.9167,59.94,83,42,10.78,scattered clouds
518,Mount Pleasant,US,32.7941,-79.8626,42.08,62,100,3.0,overcast clouds
519,Agadez,NE,19.75,10.25,75.47,7,0,10.31,clear sky
520,Lorengau,PG,-2.0226,147.2712,81.72,79,100,6.24,overcast clouds
521,Nizwa,OM,22.9333,57.5333,73.87,38,1,7.34,clear sky
522,Shelburne,CA,44.0787,-80.2041,19.56,84,87,18.92,overcast clouds
523,Mulege,MX,26.8833,-111.9833,56.7,55,0,2.48,clear sky
524,Cardinal,CA,44.7834,-75.3826,12.76,56,0,0.0,clear sky
525,Booue,GA,-0.0921,11.9385,91.13,42,93,2.19,overcast clouds
526,Meulaboh,ID,4.1363,96.1285,78.69,85,88,6.73,overcast clouds
527,Yar-Sale,RU,66.8333,70.8333,-15.74,100,63,5.66,broken clouds
528,Lubao,PH,14.9167,120.55,81.14,79,27,13.35,scattered clouds
529,Iquitos,PE,-3.7481,-73.2472,82.44,78,75,2.3,broken clouds
530,Dharapuram,IN,10.7333,77.5167,82.24,60,66,10.04,broken clouds
531,Maarianhamina,AX,60.0973,19.9348,35.46,80,0,9.22,clear sky
532,Namatanai,PG,-3.6667,152.4333,80.11,81,90,4.25,overcast clouds
533,Paamiut,GL,61.994,-49.6678,4.57,75,100,7.11,overcast clouds
534,Khani,GE,41.9563,42.9566,26.17,99,100,0.58,snow
535,Kununurra,AU,-15.7667,128.7333,73.38,100,75,5.75,light rain
536,Vila Franca Do Campo,PT,37.7167,-25.4333,67.19,84,83,14.92,broken clouds
537,Mumford,GH,5.2618,-0.759,84.38,64,87,12.75,overcast clouds
538,Madang,PG,-5.2246,145.7966,76.69,92,100,6.26,light rain
539,Assiniboia,CA,49.6334,-105.9845,22.82,86,36,5.75,scattered clouds
540,Verkhnevilyuysk,RU,63.4453,120.3167,-6.93,99,100,4.79,overcast clouds
541,Flin Flon,CA,54.7682,-101.865,-22.16,76,20,2.3,few clouds
542,Winchester,GB,51.0651,-1.3187,53.51,81,40,11.99,light rain
543,Hamilton,US,39.1834,-84.5333,24.94,87,0,1.01,clear sky
544,Sungaipenuh,ID,-2.0833,101.3833,62.87,84,99,1.25,overcast clouds
545,Namibe,AO,-15.1961,12.1522,78.55,59,92,15.97,overcast clouds
546,Vicosa,BR,-20.7539,-42.8819,78.19,87,100,8.05,light rain
547,Gizo,SB,-8.103,156.8419,83.12,78,94,13.91,overcast clouds
548,Mulbagal,IN,13.1667,78.4,66.09,87,99,8.19,overcast clouds
549,Dubai,AE,25.2582,55.3047,73.22,46,0,17.27,clear sky
550,Orcopampa,PE,-15.2661,-72.3417,54.64,53,59,0.34,broken clouds
551,Tulun,RU,54.5611,100.5792,12.49,95,100,1.95,overcast clouds
552,Iaciara,BR,-14.0958,-46.6317,72.99,88,100,2.01,moderate rain
553,Begoro,GH,6.3871,-0.3774,91.56,30,37,5.3,scattered clouds
554,Fresnillo,MX,23.1667,-102.8833,49.84,61,69,7.54,broken clouds
555,Ranong,TH,9.9658,98.6348,76.21,88,25,4.38,scattered clouds
556,Gornoye Loo,RU,43.7129,39.6049,37.18,93,99,4.5,light rain
557,Broken Hill,AU,-31.95,141.4333,74.91,33,75,11.5,broken clouds
558,Huadian,CN,42.9633,126.7478,-3.91,95,12,2.98,few clouds
559,Villaviciosa,ES,43.4813,-5.4357,57.99,54,95,4.9,overcast clouds
560,Berlevag,NO,70.8578,29.0864,24.8,85,75,23.96,broken clouds
561,Jiuquan,CN,39.7432,98.5174,14.47,93,95,8.93,overcast clouds
562,Santa Cruz De Tenerife,ES,28.4682,-16.2546,77.81,76,20,5.01,few clouds
563,Gat,IL,31.61,34.7642,59.68,100,61,7.4,broken clouds
564,Ascension,US,30.2169,-90.9001,41.0,76,0,0.0,clear sky
565,Carutapera,BR,-1.195,-46.02,81.14,87,99,7.83,overcast clouds
566,Maceio,BR,-9.6658,-35.7353,89.04,55,40,9.22,scattered clouds
567,Korla,CN,41.7597,86.1469,25.75,43,10,5.08,clear sky
568,Chifeng,CN,42.2683,118.9636,11.14,75,0,5.19,clear sky
569,Linares,CL,-35.85,-71.6,84.79,21,0,5.41,clear sky
570,Joshimath,IN,30.5667,79.5667,43.3,67,85,4.0,overcast clouds
571,Naze,JP,28.3667,129.4833,51.75,67,100,11.3,overcast clouds
572,Porto Seguro,BR,-16.4497,-39.0647,82.92,74,75,6.91,broken clouds
573,Fare,PF,-16.7,-151.0167,81.01,74,95,21.52,light rain
574,Rio De Janeiro,BR,-22.9028,-43.2075,93.42,61,0,8.05,clear sky
575,Yenangyaung,MM,20.4667,94.8833,68.5,28,98,6.55,overcast clouds
576,Kaseda,JP,31.4167,130.3167,34.84,65,82,9.91,broken clouds
577,Yongan,CN,39.6957,113.6871,20.1,27,100,2.44,overcast clouds
578,Ajdabiya,LY,30.7554,20.2263,65.14,36,69,6.87,broken clouds
579,San Dionisio Del Mar,MX,16.3333,-94.75,67.12,70,6,27.47,clear sky
580,Andra,RU,62.5147,65.8878,1.96,95,13,5.66,few clouds
581,Coxim,BR,-18.5067,-54.76,83.82,70,100,3.8,overcast clouds
582,Finschhafen,PG,-6.6024,147.8681,80.53,85,48,10.22,scattered clouds
583,Oudtshoorn,ZA,-33.5907,22.2014,84.56,27,29,22.57,scattered clouds
584,Sechura,PE,-5.5569,-80.8222,77.14,64,94,10.16,overcast clouds
585,Mezen,RU,65.8522,44.24,14.38,93,100,11.1,overcast clouds
586,Coahuayana,MX,18.7333,-103.6833,76.48,43,5,3.0,clear sky
587,Zhenhai,CN,24.2582,118.0905,53.08,77,100,17.76,overcast clouds
588,Rusape,ZW,-18.5278,32.1284,71.55,58,6,8.37,clear sky
589,Omsukchan,RU,62.5333,155.8,-16.82,64,0,2.62,clear sky
590,Shimoda,JP,34.6667,138.95,35.1,69,77,7.83,broken clouds
591,Altamont,US,42.2068,-121.7372,31.78,67,0,0.0,clear sky
592,Concepcion,CL,-36.827,-73.0498,71.4,56,0,9.22,clear sky
593,Sabang,ID,5.8933,95.3214,81.1,78,100,13.58,moderate rain
594,Noumea,NC,-22.2763,166.4572,76.98,90,100,3.65,overcast clouds
595,Clarence Town,AU,-32.5833,151.7833,70.86,87,97,4.56,overcast clouds
596,Lata,PT,40.1629,-8.3327,66.34,26,54,5.35,broken clouds
597,Tabas,IR,33.5959,56.9244,52.83,33,29,8.59,scattered clouds
598,Casablanca,MA,33.5928,-7.6192,68.22,72,0,8.99,clear sky
599,Hervey Bay,AU,-25.2986,152.8535,69.91,69,51,17.2,broken clouds
600,Gunnedah,AU,-30.9833,150.25,58.62,78,0,6.51,clear sky
601,Muzhi,RU,65.3667,64.6667,-18.58,100,75,0.6,broken clouds
602,Tevriz,RU,57.509,72.4042,7.14,97,100,3.33,overcast clouds
603,Grand Gaube,MU,-20.0064,57.6608,82.8,77,87,5.99,overcast clouds
604,Saint-Joseph,RE,-21.3667,55.6167,80.98,76,100,12.19,overcast clouds
605,Saint-Francois,FR,46.4154,3.9054,48.42,68,100,14.97,overcast clouds
606,Todos Santos,MX,23.45,-110.2167,64.0,71,9,4.07,clear sky
607,Takoradi,GH,4.8845,-1.7554,84.45,64,77,11.74,broken clouds
608,Wharton,US,29.3116,-96.1027,40.68,92,0,0.0,clear sky
609,Garowe,SO,8.4054,48.4845,84.94,21,100,7.02,overcast clouds
610,Prado,BR,-17.3411,-39.2208,83.97,65,0,10.87,clear sky
611,Tucuma,BR,-0.1833,-50.05,75.18,95,99,3.67,overcast clouds
612,Teguise,ES,29.0605,-13.564,66.42,68,0,24.16,clear sky
613,Ignacio Zaragoza,MX,28.3833,-107.2167,36.82,54,0,1.88,clear sky
614,Fairbanks,US,64.8378,-147.7164,3.09,80,100,5.75,light snow
615,Cozumel,MX,20.5083,-86.9458,74.95,86,75,11.01,broken clouds
616,Kralendijk,BQ,12.15,-68.2667,82.38,69,0,14.97,clear sky
617,Mutenice,CZ,48.9041,17.0292,48.15,57,100,14.88,light rain
618,Magadan,RU,59.5667,150.8,3.2,62,27,10.74,scattered clouds
619,Husavik,IS,66.0449,-17.3389,26.51,86,100,16.42,light snow
620,Isangel,VU,-19.55,169.2667,79.2,90,100,14.09,overcast clouds
621,White Rock,CA,49.0164,-122.8026,41.16,98,56,1.14,broken clouds
622,Male,MV,4.1748,73.5089,84.15,70,75,11.5,broken clouds
623,Camacha,PT,33.0833,-16.3333,62.53,67,75,21.85,broken clouds
624,Antofagasta,CL,-23.65,-70.4,73.22,59,0,6.33,clear sky
625,Vegreville,CA,53.5001,-112.0518,36.3,69,100,10.36,overcast clouds
626,Clovis,US,36.8252,-119.7029,55.02,87,40,3.44,scattered clouds
627,Shimanovsk,RU,52.0,127.7,-6.14,96,100,2.06,overcast clouds
628,Morehead,US,37.2711,-87.1764,29.98,85,0,0.0,clear sky
629,Ugoofaaru,MV,5.6667,73.0,81.64,64,96,11.48,overcast clouds
630,Arkadak,RU,51.9326,43.4978,18.43,96,100,6.67,light snow
631,Manokwari,ID,-0.8667,134.0833,77.99,80,100,4.68,overcast clouds
632,Trud,BG,42.2333,24.7333,57.42,28,0,11.5,clear sky
633,Necochea,AR,-38.5473,-58.7368,64.04,83,91,19.84,overcast clouds
634,Prince Rupert,CA,54.3161,-130.3201,46.49,71,100,19.57,overcast clouds
635,Chernyshevskiy,RU,63.0128,112.4714,-3.59,99,100,3.04,overcast clouds
636,Strezhevoy,RU,60.7333,77.5889,13.98,94,98,8.88,overcast clouds
637,Inverness,GB,57.4791,-4.224,39.11,77,40,7.0,scattered clouds
638,Cacu,BR,-18.5567,-51.1308,85.87,61,89,2.28,overcast clouds
639,Waipawa,NZ,-41.4122,175.5153,57.83,80,100,11.27,overcast clouds
640,Shymkent,KZ,42.3,69.6,34.39,100,100,24.61,overcast clouds
641,Ketchikan,US,55.3422,-131.6461,45.07,93,100,17.27,moderate rain
642,Agadir,MA,30.4202,-9.5982,84.65,39,29,9.78,scattered clouds
643,Victor Harbor,AU,-35.5667,138.6167,80.69,54,33,8.95,scattered clouds
644,Solikamsk,RU,59.6196,56.7729,18.52,83,100,8.55,overcast clouds
645,Horta,PT,38.5333,-28.6333,64.04,68,20,14.97,few clouds
646,Maracaju,BR,-21.6144,-55.1683,79.57,70,98,11.52,overcast clouds
647,Gusinoye Ozero,RU,51.1144,106.2614,1.74,96,69,2.93,broken clouds
648,Plattsburgh,US,44.6995,-73.4529,9.37,66,20,3.0,few clouds
649,Podgornoye,RU,51.735,39.1496,30.42,100,94,6.71,overcast clouds
650,Izumo,JP,35.3667,132.7667,39.15,65,92,7.18,overcast clouds
651,Nyurba,RU,63.2842,118.3319,-3.82,99,100,4.92,overcast clouds
652,Port Macquarie,AU,-31.4333,152.9167,62.56,76,89,13.22,overcast clouds
653,Bilibino,RU,68.0546,166.4372,-17.95,78,15,4.5,few clouds
654,Waddan,LY,29.1614,16.139,73.15,12,79,2.66,broken clouds
655,Lucea,JM,18.451,-78.1736,76.86,67,40,11.88,scattered clouds
656,Vila Velha,BR,-20.3297,-40.2925,87.75,66,40,11.99,scattered clouds
657,Bereda,ES,43.2686,-7.5406,55.99,65,66,2.82,broken clouds
658,Dubbo,AU,-32.25,148.6167,60.93,72,9,10.36,clear sky
659,Chingola,ZM,-12.529,27.8838,64.62,95,100,2.66,light rain
660,Ambulu,ID,-8.345,113.6058,77.05,90,100,2.86,overcast clouds
661,Touros,BR,-5.1989,-35.4608,88.7,52,22,12.26,few clouds
662,Presidente Epitacio,BR,-21.7633,-52.1156,80.49,68,61,7.58,light rain
663,Liuhe,CN,42.2401,125.7172,2.88,88,9,5.77,clear sky
664,Pangnirtung,CA,66.1451,-65.7125,-33.9,90,96,3.96,overcast clouds
665,Gandajika,CD,-6.75,23.95,75.02,88,86,4.5,moderate rain
666,Emerald,AU,-23.5333,148.1667,75.34,69,40,8.05,scattered clouds
667,Gouyave,GD,12.1646,-61.7296,79.57,74,40,18.41,scattered clouds
668,Port-Gentil,GA,-0.7193,8.7815,87.76,66,20,10.36,few clouds
669,Pertuis,FR,43.6925,5.5028,57.45,44,69,10.22,broken clouds
670,Imst,AT,47.2684,10.6698,28.18,83,100,5.53,light snow
671,Jumla,NP,29.2747,82.1838,33.94,72,3,5.7,clear sky
672,Itarema,BR,-2.9248,-39.9167,87.08,59,29,13.33,scattered clouds
673,Calabozo,VE,8.9242,-67.4293,86.81,46,62,10.09,broken clouds
674,Wagga Wagga,AU,-35.1167,147.3667,68.79,51,0,10.36,clear sky
675,Pryozerne,UA,45.2698,36.3303,37.06,72,7,11.68,clear sky
676,Brae,GB,60.3964,-1.353,37.31,87,100,26.06,overcast clouds
677,Dongsheng,CN,39.8161,109.9776,17.46,36,100,3.65,overcast clouds
678,Lasa,IT,46.6166,10.7002,43.54,76,91,3.67,overcast clouds
679,Zhizdra,RU,53.746,34.7395,32.14,91,98,8.57,snow
680,Linhai,CN,28.85,121.1167,43.93,61,100,1.54,light rain
681,Tucumcari,US,35.1717,-103.725,30.94,68,0,6.91,clear sky
682,San Fernando,PH,15.0286,120.6898,80.15,77,32,10.18,scattered clouds
683,Acarau,BR,-2.8856,-40.12,86.41,61,39,14.12,scattered clouds
684,Sanming,CN,26.2486,117.6186,51.58,94,100,2.77,light rain
685,Santarem,BR,-2.4431,-54.7083,77.13,100,100,8.05,heavy intensity rain
686,Lerwick,GB,60.1545,-1.1494,37.4,76,100,28.03,overcast clouds
687,Paso De Los Toros,UY,-32.8167,-56.5167,68.34,44,39,15.82,scattered clouds
